0.0148174,-2.862339973
0.0377546,-2.862339973
0.061749,-2.862339973
0.0736562,-2.862339973
0.0887213,-2.862339973
0.1065688,-2.862339973
0.120697,-2.862339973
0.1368649,-2.862339973
0.1517831,-2.862339973
0.1684092,-2.862339973
0.1834341,-2.862339973
0.2003265,-2.862339973
0.2145858,-2.862339973
0.2296167,-2.862339973
0.2465482,-2.862339973
0.2683414,-2.862339973
0.2811032,-2.862339973
0.2940686,-2.862339973
0.3100262,-2.862339973
0.3249863,-2.862339973
0.3389491,-2.862339973
0.3611922,-2.862339973
0.3712295,-2.862339973
0.3858234,-2.862339973
0.4040022,-2.862339973
0.41774,-2.862339973
0.433697,-2.862339973
0.4496545,-2.862339973
0.4646125,-2.862339973
0.4815799,-2.862339973
0.5045074,-2.862339973
0.5145513,-2.862339973
0.5294408,-2.862339973
0.547392,-2.862339973
0.5603586,-2.862339973
0.5743221,-2.862339973
0.5935198,-2.862339973
0.6062362,-2.862339973
0.6221897,-2.862339973
0.637293,-2.862339973
0.6522202,-2.862339973
0.6700618,-2.862339973
0.6860202,-2.862339973
0.6980775,-2.862339973
0.7140791,-2.862339973
0.7318978,-2.862339973
0.7469591,-2.862339973
0.7608206,-2.862339973
0.777773,-2.862339973
0.7947281,-2.862339973
0.8076957,-2.862339973
0.8246494,-2.862339973
0.8406069,-2.862339973
0.8616233,-2.862339973
0.8787894,-2.862339973
0.8874905,-2.862339973
0.9024485,-2.862339973
0.9193986,-2.862339973
0.9324935,-2.862339973
0.9494629,-2.862339973
0.9692628,-2.862339973
0.9842221,-2.862339973
0.9971902,-2.862339973
1.0112646,-2.862339973
1.0266855,-2.862339973
1.0440605,-2.862339973
1.0580243,-2.862339973
1.074017,-2.862339973
1.0889429,-2.862339973
1.1078904,-2.862339973
1.1199299,-2.862339973
1.1358546,-2.862339973
1.1537687,-2.862339973
1.1687269,-2.862339973
1.1827677,-2.862339973
1.1987062,-2.862339973
1.2136084,-2.862339973
1.2317041,-2.862339973
1.2527043,-2.862339973
1.261606,-2.862339973
1.2784338,-2.862339973
1.292486,-2.862339973
1.3084649,-2.862339973
1.3233167,-2.862339973
1.3453856,-2.862339973
1.3542484,-2.862339973
1.3714243,-2.862339973
1.3861529,-2.862339973
1.4022495,-2.862339973
1.4182623,-2.862339973
1.4335221,-2.862339973
1.4501539,-2.862339973
1.4651211,-2.862339973
1.4871483,-2.862339973
1.4988471,-2.862339973
1.5128086,-2.862339973
1.5277709,-2.862339973
1.5427306,-2.862339973
1.5576909,-2.862339973
1.5758778,-2.862339973
1.5896042,-2.862339973
1.606557,-2.862339973
1.6225145,-2.862339973
1.6366699,-2.862339973
1.6516434,-2.862339973
1.67345,-2.862339973
1.6863437,-2.862339973
1.6994354,-2.862339973
1.7152652,-2.862339973
1.7292294,-2.862339973
1.7471807,-2.862339973
1.7622525,-2.862339973
1.7771057,-2.862339973
1.7933033,-2.862339973
1.8120134,-2.862339973
1.8232447,-2.862339973
1.8399352,-2.862339973
1.8601212,-2.862339973
1.9077519,-2.862339973
1.917726,-2.862339973
1.9336829,-2.862339973
1.9546286,-2.862339973
1.9647523,-2.862339973
1.9815541,-2.862339973
1.9955168,-2.862339973
2.0124715,-2.862339973
2.0284277,-2.862339973
2.0416818,-2.862339973
2.0593466,-2.862339973
2.0753035,-2.862339973
2.0892677,-2.862339973
2.1054278,-2.862339973
2.1214211,-2.862339973
2.1364427,-2.862339973
2.1514765,-2.862339973
2.1691213,-2.862339973
2.1871782,-2.862339973
2.2010576,-2.862339973
2.2149328,-2.862339973
2.2311183,-2.862339973
