0,-9.57870173464366,2181.01235023502
0.001,-9.55744340345495,2181.18569006405
0.002,-9.59448443324052,2181.35442795072
0.003,-9.56517370603263,2181.52163185659
0.004,-9.57064933679893,2181.6857678009
0.005,-9.59126347447007,2181.84836976441
0.006,-9.59126347447007,2182.00790376635
0.007,-9.59673910434109,2182.16436980672
0.008,-9.59094137858945,2182.3193018663
0.009,-9.58224478956665,2182.4711659643
0.01,-9.57419239190064,2182.61996210072
0.011,-9.59351814561622,2182.76722425636
0.012,-9.59255185798606,2182.91141845042
0.013,-9.56324113042325,2183.0525446829
0.014,-9.58804251563454,2183.1921369346
0.015,-9.59512862498679,2183.32866122472
0.016,-9.57097143272052,2183.46365153406
0.017,-9.579023830549,2183.59557388182
0.018,-9.59255185798606,2183.724428268
0.019,-9.56517370603263,2183.85021469261
0.02,-9.57483658372887,2183.97446713642
0.021,-9.56646208975923,2184.09565161867
0.022,-9.59480652911398,2184.21530212012
0.023,-9.58804251563454,2184.33188466
0.024,-9.5584096912976,2184.4453992383
0.025,-9.56452951416543,2184.55737983582
0.026,-9.58965299506044,2184.66475849097
0.027,-9.56678418568926,2184.77213714612
0.028,-9.59512862498679,2184.87491385891
0.029,-9.579023830549,2184.97615659091
0.03,-9.56549580196525,2185.07433136134
0.031,-9.56485161009936,2185.17097215097
0.032,-9.56775047347544,2185.26454497904
0.033,-9.59448443324052,2185.35504984552
0.034,-9.57483658372887,2185.44402073122
0.035,-9.5703272408767,2185.52992365534
0.036,-9.56452951416543,2185.61429259867
0.037,-9.5584096912976,2185.69559358043
0.038,-9.56002017102237,2185.77382660061
0.039,-9.59255185798606,2185.85052564001
0.04,-9.5584096912976,2185.92415671783
0.041,-9.57064933679893,2185.99471983407
0.042,-9.59222976210804,2186.06374896952
0.043,-9.58772041974741,2186.13124412419
0.044,-9.57097143272052,2186.19413733649
0.045,-9.56613999382855,2186.25549656801
0.046,-9.58739832385963,2186.31378783795
0.047,-9.56742837754736,2186.3705451271
0.048,-9.56742837754736,2186.42423445468
0.049,-9.57000514495381,2186.47485582068
0.05,-9.56775047347544,2186.52394320589
0.051,-9.58288898136237,2186.56996262953
0.052,-9.56807256940287,2186.61291409159
0.053,-9.56002017102237,2186.65433157286
0.054,-9.57644706328807,2186.69268109256
0.055,-9.56839466532965,2186.72949663147
0.056,-9.56678418568926,2186.76171022801
0.057,-9.5725819123187,2186.79238984377
0.058,-9.58868670740685,2186.82153547874
0.059,-9.56871676125578,2186.84761315213
0.06,-9.56710628161863,2186.87062286395
0.061,-9.58836461152102,2186.89056461419
0.062,-9.56775047347544,2186.90897238365
0.063,-9.56839466532965,2186.92431219153
0.064,-9.58449946084031,2186.93811801862
0.065,-9.56452951416543,2186.94885588413
0.066,-9.58643203619238,2186.95652578807
0.067,-9.56839466532965,2186.96266171123
0.068,-9.58610994030199,2186.9657296728
0.069,-9.56807256940287,2186.9657296728
0.07,-9.57676915919796,2186.96419569201
0.071,-9.57580287146634,2186.95959374965
0.072,-9.57515867964201,2186.9534578265
0.073,-9.57644706328807,2186.94425394177
0.074,-9.57451448781508,2186.93351607626
0.075,-9.57387029598555,2186.91971024916
0.076,-9.57515867964201,2186.90437044129
0.077,-9.57483658372887,2186.88596267183
0.078,-9.57483658372887,2186.86602092159
0.079,-9.57483658372887,2186.84454519056
0.08,-9.5754807755545,2186.82000149795
0.081,-9.57483658372887,2186.79392382456
0.082,-9.57451448781508,2186.76477818959
0.083,-9.57451448781508,2186.73409857383
0.084,-9.57451448781508,2186.7003509965
0.085,-9.57515867964201,2186.66506943838
0.086,-9.57419239190064,2186.62825389947
0.087,-9.57483658372887,2186.58837039898
