0,591.145574285126,591.12583741886,-0.0197368662657027,0
0.01,588.13897194087,591.106101211559,2.96712927068904,2.96712927068904
0.02,585.100156000069,590.840603870338,5.74044787026912,8.70757714095816
0.03,582.032194424297,587.373082014952,5.34088759065514,14.0484647316133
0.04,578.942757117496,583.888770283029,4.94601316553258,18.9944778971459
0.05,575.839513983603,580.535842129079,4.69632814547572,23.6908060426216
0.06,572.728600945771,577.163908320823,4.4353073750525,28.1261134176741
0.07,569.616153927151,573.865077527061,4.24892359990997,32.3750370175841
0.08,566.508308850895,570.580231920196,4.07192306930062,36.4469600868847
0.09,563.412735620941,567.318762669361,3.90602704842036,40.3529871353051
0.1,560.332502198867,564.079312661747,3.74681046288003,44.0997975981851
0.11,557.279880430975,560.881682061356,3.60180163038081,47.7015992285659
0.12,554.256404298052,557.740569758731,3.48416546067904,51.1857646892449
0.13,551.274345646402,554.652168574927,3.37782292852455,54.5635876177695
0.14,548.332170495238,551.607055774865,3.27488527962669,57.8384728973962
0.15,545.445218652437,548.634819618932,3.18960096649505,61.0280738638912
0.16,542.611956137212,545.714350934581,3.10239479736947,64.1304686612607
0.17,539.846188776654,542.886434069871,3.04024529321669,67.1707139544774
0.18,537.149450551551,540.124699870003,2.9752493184518,70.1459632729292
0.19,534.534013308206,537.456816034545,2.922802726339,73.0687659992682
0.2,532.002945008195,534.8615853583,2.85864035010547,75.9274063493737
0.21,529.559313613093,532.38193793586,2.82262432276684,78.7500306721405
0.22,527.216924949992,529.989608372243,2.77268342225068,81.5227140943912
0.23,524.974245038103,527.719534051732,2.74528901362862,84.2680031080198
0.24,522.840477762154,525.531654227305,2.69117646515065,86.9591795731704
0.25,520.821759045297,523.484233374898,2.66247432960085,89.6216539027713
0.26,518.919622868318,521.532703208307,2.6130803399891,92.2347342427604
0.27,517.138671173583,519.728942668323,2.59027149474025,94.8250057375006
0.28,515.491175807394,518.030735535778,2.53955972838355,97.3645654658842
0.29,513.972534827387,516.488381464204,2.51584663681717,99.8804121027014
0.3,512.587350175926,515.046133167873,2.45878299194703,102.339195094648
0.31,511.338689814587,513.777356499784,2.43866668519712,104.777861779846
0.32,510.237291608886,512.62727822828,2.38998661939439,107.16784839924
0.33,509.283155558821,511.640323884955,2.35716832613429,109.525016725374
0.34,508.473213702817,510.764174751361,2.29096104854415,111.815977773918
0.35,507.813601964026,510.070075549334,2.25647358530807,114.072451359226
0.36,507.299718400085,509.495790898892,2.1960724988071,116.268523858034
0.37,506.940766895719,509.100486861488,2.15971996576917,118.428243823803
0.38,506.735213470143,508.834170776565,2.09895730642182,120.527201130225
0.39,506.683058123355,508.741210466521,2.05815234316606,122.585353473391
0.4,506.77356298984,508.768734058717,1.99517106887652,124.580524542267
0.41,506.992922242508,508.983769709229,1.99084746672133,126.571372008988
0.42,507.347271804509,509.319257246602,1.97198544209328,128.543357451082
0.43,507.842747598996,509.829854241677,1.98710664268054,130.530464093762
0.44,508.480883606757,510.46007335745,1.97918975069325,132.509653844455
0.45,509.264747789366,511.265137420653,2.00038963128657,134.510043475742
0.46,510.186670242885,512.180042240564,1.99337199767939,136.503415473421
0.47,511.252786890466,513.268737216635,2.01595032616871,138.51936579959
0.48,512.46156375132,514.477553326739,2.01598957541887,140.535355375009
0.49,513.805330921508,515.847184805418,2.04185388390965,142.577209258919
0.5,515.281020439454,517.328466741941,2.0474463024874,144.624655561406
0.51,516.888632305158,518.967506064398,2.07887375924008,146.703529320646
0.52,518.626632537832,520.704425774748,2.07779323691591,148.781322557562
0.53,520.491953175901,522.595563835856,2.10361065995539,150.884933217517
0.54,522.475390334637,524.581020566195,2.10563023155828,152.990563449076
0.55,524.575410033253,526.708638055321,2.13322802206756,155.123791471143
0.56,526.792012271747,528.921920495099,2.12990822335155,157.253699694495
0.57,529.109857242243,531.263374732626,2.15351749038302,159.407217184878
0.58,531.532012906314,533.674111349061,2.14209844274694,161.549315627625
0.59,534.047741398447,536.206415280645,2.15867388219772,163.707989509823
0.6,536.649372814701,538.80131946438,2.15194664967885,165.859936159501
0.61,539.335373174288,541.499104416279,2.1637312419906,168.023667401492
0.62,542.091936650119,544.255670623841,2.16373397372195,170.187401375214
0.63,544.92059722298,547.088718643919,2.1681214209392,172.355522796153
0.64,547.807549065781,549.974786090508,2.16723702472734,174.52275982088
0.65,550.749724216945,552.923268573687,2.17354435674213,176.696304177623
0.66,553.736384810959,555.912542102064,2.17615729110514,178.872461468728
0.67,556.759860943881,558.94549392742,2.18563298353888,181.058094452267
0.68,559.81555067335,562.000202142892,2.18465146954247,183.242745921809
0.69,562.892716133848,565.083125409524,2.19040927567573,185.433155197485
0.7,565.988289363801,568.176386017396,2.18809665359538,187.62125185108
0.71,569.08693055533,571.283212706462,2.19628215113175,189.817534002212
0.72,572.187105727647,574.385026211765,2.19792048411819,192.01545448633
0.73,575.278077015237,577.479898720714,2.20182170547673,194.217276191807
0.74,578.356776456523,580.5544797023,2.19770324577701,196.414979437584
0.75,581.409398224416,583.603139986996,2.19374176257952,198.608721200163
0.76,584.435942318914,586.622162526322,2.18622020740747,200.794941407571
0.77,587.422602912927,589.594097480469,2.17149456754214,202.966435975113
0.78,590.367846025668,592.527737336892,2.15989131122421,205.126327286337
0.79,593.256331849257,595.392594591533,2.13626274227636,207.262590028614
0.8,596.086526402906,598.206116819541,2.11959041663511,209.382180445249
0.81,598.844623859524,600.936380439188,2.09175657966455,211.473937024913
0.82,601.527556257536,603.606825874022,2.07926961648604,213.553206641399
0.83,604.123051750638,606.168520766253,2.04546901561514,215.598675657014
